Rented Bike Count	Hour	Temperature(C)	Humidity(%)	Wind_speed (m/s)	Visibility_(10m)	Dew_point temperature(C)	Solar_Radiation(MJ/m2)	Rainfall(mm)	Snowfall(cm)	Seasons	Holiday	Functioning_Day
865	9	24.2	80	1.2	1708	20.5	0.57	0	0	Summer	No Holiday	Yes
670	10	25.4	75	0.7	1995	20.6	0.96	0	0	Summer	No Holiday	Yes
411	11	25.9	79	1.7	1900	21.9	0.9	0	0	Summer	No Holiday	Yes
25	12	25.2	89	1.4	340	23.2	0.32	2	0	Summer	No Holiday	Yes
31	13	24.6	97	0.5	765	24	0.1	9.5	0	Summer	No Holiday	Yes
126	14	24.9	97	0.5	766	24.3	0.36	4	0	Summer	No Holiday	Yes
122	15	25.2	96	0.6	1754	24.5	0.51	0.5	0	Summer	No Holiday	Yes
60	16	25	97	0.7	1181	24.4	0.17	2.5	0	Summer	No Holiday	Yes
39	17	24.8	96	1.8	564	24.1	0.14	2.5	0	Summer	No Holiday	Yes
96	18	24.3	97	0.8	105	23.7	0.01	18.5	0	Summer	No Holiday	Yes
84	19	23.9	98	0.8	1792	23.5	0	7	0	Summer	No Holiday	Yes
10	20	23.3	97	3.3	183	22.7	0	15.5	0	Summer	No Holiday	Yes
122	21	22.9	98	2.1	1146	22.5	0	29.5	0	Summer	No Holiday	Yes
64	22	22.9	97	1.3	2000	22.3	0	0.5	0	Summer	No Holiday	Yes
59	23	22.8	97	1	600	22.2	0	3.5	0	Summer	No Holiday	Yes
208	0	22.7	96	0.3	2000	22	0	1	0	Summer	No Holiday	Yes
334	1	22.8	97	0.5	2000	22.2	0	0.5	0	Summer	No Holiday	Yes
243	2	24.2	91	3.6	1735	22.6	0	0	0	Summer	No Holiday	Yes
171	3	24.5	87	4.3	1985	22.1	0	0	0	Summer	No Holiday	Yes
128	4	24.6	86	4	1968	22	0	0	0	Summer	No Holiday	Yes
109	5	24.6	87	3.6	1966	22.2	0	0	0	Summer	No Holiday	Yes
346	6	24.7	85	3.8	2000	22	0	0	0	Summer	No Holiday	Yes
862	7	25	85	3	2000	22.2	0.02	0	0	Summer	No Holiday	Yes
1595	8	25.3	83	3.4	1982	22.1	0.14	0	0	Summer	No Holiday	Yes
867	9	25.8	79	2.7	1963	21.8	0.3	0	0	Summer	No Holiday	Yes
642	10	26.4	78	2.7	2000	22.2	0.44	0	0	Summer	No Holiday	Yes
671	11	26.9	74	3.2	2000	21.8	0.45	0	0	Summer	No Holiday	Yes
648	12	27.4	72	4.2	1989	21.8	0.54	0	0	Summer	No Holiday	Yes
540	13	27.1	75	3.7	1972	22.2	0.28	0	0	Summer	No Holiday	Yes
490	14	26.8	77	3.5	1965	22.4	0.11	0	0	Summer	No Holiday	Yes
583	15	26.9	77	2.5	1937	22.5	0.26	0	0	Summer	No Holiday	Yes
193	16	27	76	3.8	1875	22.3	0.21	0	0	Summer	No Holiday	Yes
160	17	24.6	93	0.9	1451	23.3	0	1.5	0	Summer	No Holiday	Yes
57	18	23.9	96	0.2	991	23.2	0	1.5	0	Summer	No Holiday	Yes
24	19	23.5	97	0.3	323	22.9	0	6.5	0	Summer	No Holiday	Yes
19	20	23.4	98	0.6	70	23	0	21	0	Summer	No Holiday	Yes
22	21	23.7	98	0.6	410	23.3	0	5.5	0	Summer	No Holiday	Yes
74	22	24.3	97	2.1	1028	23.7	0	4.5	0	Summer	No Holiday	Yes
198	23	24.2	94	0.9	1808	23.1	0	1	0	Summer	No Holiday	Yes
214	0	24.7	94	2.8	1270	23.6	0	0	0	Summer	No Holiday	Yes
99	1	24.9	92	2.2	1125	23.5	0	0.5	0	Summer	No Holiday	Yes
80	2	24.7	96	1	337	24	0	6.5	0	Summer	No Holiday	Yes
81	3	24.1	97	2.5	1989	23.5	0	1.5	0	Summer	No Holiday	Yes
42	4	23.9	96	0.4	1797	23.2	0	0	0	Summer	No Holiday	Yes
73	5	24	97	0.9	1347	23.4	0	0.5	0	Summer	No Holiday	Yes
285	6	24.2	96	1.6	1206	23.5	0	0	0	Summer	No Holiday	Yes
771	7	24.3	96	1.4	1025	23.6	0.04	0	0	Summer	No Holiday	Yes
1330	8	24.6	96	1	883	23.9	0.19	0	0	Summer	No Holiday	Yes
846	9	25	92	1.1	782	23.6	0.39	0	0	Summer	No Holiday	Yes
589	10	26.1	81	1.5	860	22.5	1.05	0	0	Summer	No Holiday	Yes
716	11	26.2	82	2.6	834	22.8	0.59	0	0	Summer	No Holiday	Yes
768	12	27	74	2.5	915	21.9	0.94	0	0	Summer	No Holiday	Yes
865	13	28.2	66	2.2	1006	21.2	1.81	0	0	Summer	No Holiday	Yes
837	14	27.5	66	2.8	989	20.5	0.76	0	0	Summer	No Holiday	Yes
982	15	27.2	69	3.5	963	21	0.95	0	0	Summer	No Holiday	Yes
1142	16	27.6	68	2.1	1038	21.1	1.46	0	0	Summer	No Holiday	Yes
1473	17	26.8	73	2.6	916	21.5	0.37	0	0	Summer	No Holiday	Yes
1887	18	26.1	72	2.4	1066	20.6	0.19	0	0	Summer	No Holiday	Yes
1707	19	25.1	74	2.1	1105	20.1	0	0.5	0	Summer	No Holiday	Yes
1685	20	24.9	70	1.2	1377	19	0	0	0	Summer	No Holiday	Yes
1732	21	24.8	72	1.4	1298	19.4	0	0	0	Summer	No Holiday	Yes
1582	22	24.6	71	1.5	1319	18.9	0	0	0	Summer	No Holiday	Yes
1173	23	24.3	71	0.8	1549	18.6	0	0	0	Summer	No Holiday	Yes
861	0	23.9	75	1.7	1192	19.1	0	0	0	Summer	No Holiday	Yes
652	1	23.7	77	1.1	1099	19.4	0	0	0	Summer	No Holiday	Yes
381	2	23.4	79	0.4	1045	19.5	0	0	0	Summer	No Holiday	Yes
297	3	23.3	81	1.7	1068	19.8	0	0	0	Summer	No Holiday	Yes
170	4	23.2	83	1.6	1102	20.1	0	0	0	Summer	No Holiday	Yes
217	5	23.1	84	0.5	1022	20.2	0	0	0	Summer	No Holiday	Yes
436	6	22.9	83	0	1239	19.8	0	0	0	Summer	No Holiday	Yes
828	7	22.9	83	0.6	1127	19.8	0.01	0	0	Summer	No Holiday	Yes
1686	8	23.1	80	0.2	1066	19.4	0.27	0.1	0	Summer	No Holiday	Yes
1049	9	24.1	69	0.9	1662	18	0.76	0	0	Summer	No Holiday	Yes
794	10	25.5	53	2.3	1843	15.2	1.81	0	0	Summer	No Holiday	Yes
868	11	26.7	51	2.7	1925	15.7	2.65	0	0	Summer	No Holiday	Yes
982	12	27.8	47	2.9	1905	15.4	2.99	0	0	Summer	No Holiday	Yes
965	13	28.7	46	2.6	1815	15.9	3.1	0	0	Summer	No Holiday	Yes
987	14	29.3	41	1.9	1928	14.6	3	0	0	Summer	No Holiday	Yes
1119	15	30.3	41	2.5	1864	15.5	2.72	0	0	Summer	No Holiday	Yes
1404	16	29.7	51	3	2000	18.4	2.27	0	0	Summer	No Holiday	Yes
1869	17	29.1	49	2.8	1969	17.2	1.57	0	0	Summer	No Holiday	Yes
2836	18	28.4	57	2.4	2000	19	0.84	0	0	Summer	No Holiday	Yes
2372	19	26.5	69	2.3	2000	20.3	0.18	0	0	Summer	No Holiday	Yes
1995	20	25.4	74	1.6	2000	20.4	0	0	0	Summer	No Holiday	Yes
1931	21	24.5	78	1.2	2000	20.4	0	0	0	Summer	No Holiday	Yes
1789	22	24.1	80	0.9	1852	20.4	0	0	0	Summer	No Holiday	Yes
1329	23	23.8	81	0.6	1893	20.3	0	0	0	Summer	No Holiday	Yes
1075	0	23.2	83	0.5	1887	20.1	0	0	0	Autumn	No Holiday	Yes
975	1	22.7	83	0.1	1940	19.6	0	0	0	Autumn	No Holiday	Yes
785	2	22	86	0.4	1703	19.5	0	0	0	Autumn	No Holiday	Yes
514	3	21.6	87	0.3	1579	19.3	0	0	0	Autumn	No Holiday	Yes
338	4	21.2	88	0.9	1183	19.1	0	0	0	Autumn	No Holiday	Yes
260	5	21.1	87	0.6	1116	18.8	0	0	0	Autumn	No Holiday	Yes
362	6	20.9	87	0.7	1198	18.6	0	0	0	Autumn	No Holiday	Yes
511	7	21.1	81	1	1738	17.7	0.14	0	0	Autumn	No Holiday	Yes
812	8	22.3	64	1.7	2000	15.1	0.75	0	0	Autumn	No Holiday	Yes
925	9	24.1	56	2.1	1956	14.7	1.46	0	0	Autumn	No Holiday	Yes
861	10	26	54	1.5	2000	15.9	2.13	0	0	Autumn	No Holiday	Yes
981	11	27.6	47	1.2	2000	15.2	2.63	0	0	Autumn	No Holiday	Yes
1086	12	28.9	46	1.6	1966	16.1	2.96	0	0	Autumn	No Holiday	Yes
1303	13	29.4	48	1.9	1942	17.2	2.88	0	0	Autumn	No Holiday	Yes
1371	14	29.7	42	1.4	2000	15.4	2.37	0	0	Autumn	No Holiday	Yes
1480	15	30	45	0.9	2000	16.7	2.1	0	0	Autumn	No Holiday	Yes
1678	16	30.5	41	1.4	1930	15.7	1.95	0	0	Autumn	No Holiday	Yes
1845	17	29.6	42	1.3	2000	15.3	0.98	0	0	Autumn	No Holiday	Yes
1892	18	28.8	46	1.3	2000	16	0.58	0	0	Autumn	No Holiday	Yes
1891	19	27.8	48	1.1	2000	15.7	0.08	0	0	Autumn	No Holiday	Yes
1440	20	26.9	49	2.1	2000	15.2	0	0	0	Autumn	No Holiday	Yes
1110	21	26	52	1.4	2000	15.3	0	0	0	Autumn	No Holiday	Yes
992	22	25.1	53	2	2000	14.8	0	0	0	Autumn	No Holiday	Yes
1523	23	24.4	54	1.6	2000	14.4	0	0	0	Autumn	No Holiday	Yes
1336	0	23.5	56	1.5	2000	14.2	0	0	0	Autumn	No Holiday	Yes
930	1	22.8	59	1.5	2000	14.3	0	0	0	Autumn	No Holiday	Yes
610	2	22	60	1.2	2000	13.8	0	0	0	Autumn	No Holiday	Yes
440	3	21.5	61	1.3	2000	13.6	0	0	0	Autumn	No Holiday	Yes
255	4	21.1	62	1.8	2000	13.5	0	0	0	Autumn	No Holiday	Yes
179	5	20.6	65	1.1	2000	13.7	0	0	0	Autumn	No Holiday	Yes
249	6	20.2	66	1	2000	13.6	0	0	0	Autumn	No Holiday	Yes
388	7	20.2	65	1.4	2000	13.4	0.16	0	0	Autumn	No Holiday	Yes
576	8	21.3	57	1.3	2000	12.4	0.81	0	0	Autumn	No Holiday	Yes
721	9	23.4	52	1.3	1997	12.9	1.53	0	0	Autumn	No Holiday	Yes
802	10	25	47	1.5	2000	12.8	2.17	0	0	Autumn	No Holiday	Yes
940	11	26.5	44	1.4	1958	13.2	2.62	0	0	Autumn	No Holiday	Yes
1075	12	27.5	43	1.4	1959	13.7	2.75	0	0	Autumn	No Holiday	Yes
1254	13	28.5	42	1.7	1990	14.3	2.94	0	0	Autumn	No Holiday	Yes
1395	14	29.1	43	1.4	2000	15.2	2.39	0	0	Autumn	No Holiday	Yes
1550	15	29.3	43	1.5	1958	15.4	2.4	0	0	Autumn	No Holiday	Yes
1853	16	29.3	44	1.4	1997	15.7	1.32	0	0	Autumn	No Holiday	Yes
2069	17	28.8	47	2	1998	16.3	1	0	0	Autumn	No Holiday	Yes
2118	18	27.9	52	1.7	2000	17.1	0.2	0	0	Autumn	No Holiday	Yes
1986	19	27.3	54	1.5	2000	17.1	0.05	0	0	Autumn	No Holiday	Yes
1838	20	26.9	56	1.6	2000	17.3	0	0	0	Autumn	No Holiday	Yes
1759	21	26.2	62	2.3	2000	18.3	0	0	0	Autumn	No Holiday	Yes
1511	22	25.7	64	1.1	2000	18.3	0	0	0	Autumn	No Holiday	Yes
1047	23	25.1	65	2.2	2000	18	0	0	0	Autumn	No Holiday	Yes
763	0	24.7	67	1.2	2000	18.1	0	0	0	Autumn	No Holiday	Yes
524	1	24.5	68	0.5	2000	18.1	0	0	0	Autumn	No Holiday	Yes
321	2	24.3	68	1	2000	18	0	0	0	Autumn	No Holiday	Yes
211	3	24.2	70	0.3	2000	18.3	0	0	0	Autumn	No Holiday	Yes
153	4	24	70	1.2	2000	18.1	0	0	0	Autumn	No Holiday	Yes
264	5	23.9	70	1.5	2000	18	0	0	0	Autumn	No Holiday	Yes
656	6	23.8	71	1.2	2000	18.2	0	0	0	Autumn	No Holiday	Yes
1287	7	23.9	71	0.4	2000	18.3	0.02	0	0	Autumn	No Holiday	Yes
1580	8	24.2	70	1.4	2000	18.3	0.16	0	0	Autumn	No Holiday	Yes
719	9	23.6	86	1.2	336	21.1	0.14	2	0	Autumn	No Holiday	Yes
434	10	23.3	89	0.7	1716	21.3	0.2	0.5	0	Autumn	No Holiday	Yes
443	11	23.7	86	0.6	1798	21.2	0.31	0	0	Autumn	No Holiday	Yes
673	12	23.9	83	1.1	1901	20.8	0.27	0	0	Autumn	No Holiday	Yes
731	13	24.9	78	1.5	1910	20.7	0.72	0	0	Autumn	No Holiday	Yes
532	14	25.6	77	0.8	1930	21.2	0.78	0	0	Autumn	No Holiday	Yes
137	15	25.7	81	0.7	1825	22.1	0.43	0	0	Autumn	No Holiday	Yes
39	16	25.5	91	1.3	403	23.9	0.23	3.5	0	Autumn	No Holiday	Yes
23	17	22.7	96	4.9	452	22	0.07	13	0	Autumn	No Holiday	Yes
113	18	21.9	97	1.8	757	21.3	0.02	13	0	Autumn	No Holiday	Yes
73	19	21.7	97	0.2	1154	21.1	0.01	1	0	Autumn	No Holiday	Yes
151	20	21.5	97	0.3	2000	20.9	0	0.5	0	Autumn	No Holiday	Yes
110	21	21.6	97	0.5	646	21	0	0.5	0	Autumn	No Holiday	Yes
379	22	21.7	97	0.4	440	21.1	0	0.5	0	Autumn	No Holiday	Yes
486	23	21.7	97	0.8	838	21.1	0	0	0	Autumn	No Holiday	Yes
500	0	21.4	97	0.1	404	20.8	0	0	0	Autumn	No Holiday	Yes
486	1	21.3	97	1.1	570	20.7	0	0	0	Autumn	No Holiday	Yes
324	2	20.9	96	0.4	970	20.2	0	0	0	Autumn	No Holiday	Yes
223	3	20.6	97	0.2	500	20.1	0	0	0	Autumn	No Holiday	Yes
186	4	20.4	97	2.7	704	19.9	0	0	0	Autumn	No Holiday	Yes
219	5	20.2	97	1.2	528	19.7	0	0	0	Autumn	No Holiday	Yes
602	6	20	97	0	647	19.5	0	0	0	Autumn	No Holiday	Yes
1289	7	20.1	97	1.9	443	19.6	0.03	0	0	Autumn	No Holiday	Yes
2059	8	20.5	90	1.9	490	18.7	0.53	0	0	Autumn	No Holiday	Yes
1083	9	21.6	81	2.3	1669	18.1	1.2	0	0	Autumn	No Holiday	Yes
822	10	23.1	73	3.1	2000	17.9	2.24	0	0	Autumn	No Holiday	Yes
940	11	24.5	64	2.7	2000	17.2	2.7	0	0	Autumn	No Holiday	Yes
995	12	25.8	57	2.8	2000	16.6	3.02	0	0	Autumn	No Holiday	Yes
997	13	26.5	58	2.8	2000	17.5	2.87	0	0	Autumn	No Holiday	Yes
987	14	27.4	52	3.8	1998	16.6	2.67	0	0	Autumn	No Holiday	Yes
1178	15	26.7	51	3.4	2000	15.7	2.09	0	0	Autumn	No Holiday	Yes
1429	16	27.1	47	4.3	2000	14.8	1.82	0	0	Autumn	No Holiday	Yes
1993	17	27.6	47	3.3	2000	15.2	1.49	0	0	Autumn	No Holiday	Yes
3166	18	26.8	53	2.6	2000	16.4	0.8	0	0	Autumn	No Holiday	Yes
2491	19	25.1	49	3.1	2000	13.6	0.18	0	0	Autumn	No Holiday	Yes
2259	20	23.7	49	3.3	2000	12.3	0	0	0	Autumn	No Holiday	Yes
2212	21	22.9	55	3	2000	13.3	0	0	0	Autumn	No Holiday	Yes
1856	22	22.2	58	1.5	2000	13.5	0	0	0	Autumn	No Holiday	Yes
1233	23	21.7	60	0.5	2000	13.5	0	0	0	Autumn	No Holiday	Yes
983	0	21.1	64	1.5	2000	14	0	0	0	Autumn	No Holiday	Yes
748	1	20.9	66	1.1	2000	14.3	0	0	0	Autumn	No Holiday	Yes
493	2	20.6	72	0.9	2000	15.3	0	0	0	Autumn	No Holiday	Yes
376	3	20.2	77	0.4	2000	16	0	0	0	Autumn	No Holiday	Yes
220	4	19.9	81	0.2	2000	16.5	0	0	0	Autumn	No Holiday	Yes
249	5	19.7	82	0.5	2000	16.5	0	0	0	Autumn	No Holiday	Yes
676	6	19.8	82	0.5	2000	16.6	0	0	0	Autumn	No Holiday	Yes
1487	7	19.8	79	0.9	2000	16	0.13	0	0	Autumn	No Holiday	Yes
2312	8	21.2	69	1.9	2000	15.2	0.74	0	0	Autumn	No Holiday	Yes
1195	9	23.4	59	3	1974	14.9	1.46	0	0	Autumn	No Holiday	Yes
847	10	25.4	49	3.9	1996	13.9	2.13	0	0	Autumn	No Holiday	Yes
937	11	26.4	47	2.9	2000	14.1	2.38	0	0	Autumn	No Holiday	Yes
1072	12	27.1	44	5	2000	13.7	2.8	0	0	Autumn	No Holiday	Yes
1039	13	27.3	46	4.8	1983	14.6	2.92	0	0	Autumn	No Holiday	Yes
989	14	27.9	42	5	1914	13.7	2.79	0	0	Autumn	No Holiday	Yes
1131	15	28.1	43	5.1	1929	14.3	2.65	0	0	Autumn	No Holiday	Yes
1446	16	28.2	37	4	1987	12.1	2.03	0	0	Autumn	No Holiday	Yes
2068	17	27.7	40	5	2000	12.8	1.51	0	0	Autumn	No Holiday	Yes
3160	18	27	45	2.4	2000	14	0.77	0	0	Autumn	No Holiday	Yes
2468	19	25.4	55	3.2	2000	15.6	0.15	0	0	Autumn	No Holiday	Yes
2177	20	24.5	64	2	2000	17.2	0	0	0	Autumn	No Holiday	Yes
2024	21	23.9	75	2.3	1975	19.1	0	0	0	Autumn	No Holiday	Yes
1798	22	23.6	82	1.8	1673	20.3	0	0	0	Autumn	No Holiday	Yes
1219	23	23	83	1.8	1469	19.9	0	0	0	Autumn	No Holiday	Yes
963	0	22.5	83	0.5	1593	19.4	0	0	0	Autumn	No Holiday	Yes
743	1	21.9	85	0.2	1410	19.2	0	0	0	Autumn	No Holiday	Yes
531	2	21.6	86	0.2	1353	19.1	0	0	0	Autumn	No Holiday	Yes
320	3	21.5	85	0.1	1282	18.8	0	0	0	Autumn	No Holiday	Yes
215	4	21.6	87	0.4	951	19.3	0	0	0	Autumn	No Holiday	Yes
247	5	21.7	87	0.6	846	19.4	0	0	0	Autumn	No Holiday	Yes
680	6	21.4	84	0.8	1506	18.5	0	0	0	Autumn	No Holiday	Yes
1438	7	20.9	83	0.4	1388	17.8	0.09	0	0	Autumn	No Holiday	Yes
2270	8	21.8	77	0.9	1419	17.5	0.43	0	0	Autumn	No Holiday	Yes
1186	9	23.5	72	0.5	1485	18.1	0.95	0	0	Autumn	No Holiday	Yes
835	10	24.6	70	1.2	1454	18.7	0.96	0	0	Autumn	No Holiday	Yes
941	11	25.9	63	2.5	1693	18.3	1.32	0	0	Autumn	No Holiday	Yes
1041	12	26.9	60	2.3	1592	18.4	1.67	0	0	Autumn	No Holiday	Yes
1049	13	28	52	2.3	1642	17.2	1.85	0	0	Autumn	No Holiday	Yes
1032	14	27.9	47	3.2	1869	15.5	1.65	0	0	Autumn	No Holiday	Yes
1089	15	27.8	48	3	1880	15.7	0.93	0	0	Autumn	No Holiday	Yes
1292	16	26.9	55	3.9	1909	17	0.54	0	0	Autumn	No Holiday	Yes
1525	17	26.6	63	3	2000	18.9	0.43	0	0	Autumn	No Holiday	Yes
2497	18	25.8	58	2.9	2000	16.9	0.16	0	0	Autumn	No Holiday	Yes
1990	19	25.3	71	3.3	2000	19.6	0.05	0	0	Autumn	No Holiday	Yes
1900	20	25.1	71	3.6	2000	19.4	0	0	0	Autumn	No Holiday	Yes
1851	21	24.6	70	2.5	2000	18.7	0	0	0	Autumn	No Holiday	Yes
1641	22	24.3	71	2.5	1992	18.6	0	0	0	Autumn	No Holiday	Yes
562	23	23.9	71	4.7	1982	18.3	0	0	0	Autumn	No Holiday	Yes
556	0	21.3	82	3.5	1933	18	0	1	0	Autumn	No Holiday	Yes
345	1	21.6	77	2.6	1777	17.3	0	0	0	Autumn	No Holiday	Yes
259	2	21.3	76	2.2	1559	16.8	0	0.5	0	Autumn	No Holiday	Yes
259	3	21.1	75	1.8	1551	16.4	0	0	0	Autumn	No Holiday	Yes
185	4	20.8	66	1.5	1719	14.2	0	0	0	Autumn	No Holiday	Yes
247	5	20.5	67	1.2	1649	14.1	0	0	0	Autumn	No Holiday	Yes
624	6	20.2	70	1.6	1690	14.5	0	0	0	Autumn	No Holiday	Yes
1346	7	20.3	74	1.8	1372	15.5	0.07	0	0	Autumn	No Holiday	Yes
2260	8	20.5	78	2.5	1250	16.5	0.32	0	0	Autumn	No Holiday	Yes
1194	9	21.3	63	2.7	1969	13.9	1.15	0	0	Autumn	No Holiday	Yes
896	10	22.6	58	1.8	1962	13.9	2.02	0	0	Autumn	No Holiday	Yes
988	11	23.8	51	3.5	1970	13	2.62	0	0	Autumn	No Holiday	Yes
1213	12	24.2	50	3.8	2000	13.1	2.85	0	0	Autumn	No Holiday	Yes
1119	13	24.3	50	2.9	2000	13.2	2.37	0	0	Autumn	No Holiday	Yes
1187	14	25.2	43	3.2	1981	11.7	2.59	0	0	Autumn	No Holiday	Yes
1391	15	24.7	44	4.2	2000	11.6	1.92	0	0	Autumn	No Holiday	Yes
1577	16	25.2	39	2.8	1987	10.2	1.65	0	0	Autumn	No Holiday	Yes
2183	17	24.5	37	3.2	2000	8.8	1.04	0	0	Autumn	No Holiday	Yes
3154	18	24.4	34	2.4	2000	7.5	0.84	0	0	Autumn	No Holiday	Yes
2365	19	22.6	39	2.8	2000	7.9	0.14	0	0	Autumn	No Holiday	Yes
1959	20	21.6	43	1.4	2000	8.4	0	0	0	Autumn	No Holiday	Yes
1915	21	20.6	48	2.1	2000	9.1	0	0	0	Autumn	No Holiday	Yes
1796	22	19.8	51	1.2	2000	9.3	0	0	0	Autumn	No Holiday	Yes
1363	23	19.4	50	2.8	2000	8.6	0	0	0	Autumn	No Holiday	Yes
1107	0	19.2	53	3.7	2000	9.3	0	0	0	Autumn	No Holiday	Yes
1001	1	18.9	55	2.3	2000	9.6	0	0	0	Autumn	No Holiday	Yes
692	2	18.5	57	2.3	2000	9.8	0	0	0	Autumn	No Holiday	Yes
504	3	17.8	60	0.2	2000	9.9	0	0	0	Autumn	No Holiday	Yes
285	4	17.2	66	0.6	2000	10.7	0	0	0	Autumn	No Holiday	Yes
227	5	16.7	70	0.8	2000	11.1	0	0	0	Autumn	No Holiday	Yes
322	6	16.2	70	0.3	2000	10.7	0	0	0	Autumn	No Holiday	Yes
511	7	16	70	1.1	2000	10.5	0.11	0	0	Autumn	No Holiday	Yes
827	8	17.1	57	1	1979	8.5	0.76	0	0	Autumn	No Holiday	Yes
956	9	19.9	51	0.6	1906	9.4	1.46	0	0	Autumn	No Holiday	Yes
1096	10	22.2	43	0.9	1891	9	2.09	0	0	Autumn	No Holiday	Yes
1179	11	24.2	41	1.5	1818	10.1	2.62	0	0	Autumn	No Holiday	Yes
1273	12	25.2	36	2.4	1995	9	2.93	0	0	Autumn	No Holiday	Yes
1505	13	26.1	32	3	1985	8.1	3.06	0	0	Autumn	No Holiday	Yes
1554	14	26.8	31	2.8	2000	8.2	2.96	0	0	Autumn	No Holiday	Yes
1792	15	26.9	33	2.9	1997	9.2	2.65	0	0	Autumn	No Holiday	Yes
1943	16	27.7	32	1.4	2000	9.4	2.05	0	0	Autumn	No Holiday	Yes
2167	17	27.2	35	1.7	2000	10.3	1.32	0	0	Autumn	No Holiday	Yes
2255	18	25.7	38	1.5	2000	10.3	0.64	0	0	Autumn	No Holiday	Yes
1978	19	24	41	1.9	2000	9.9	0.1	0	0	Autumn	No Holiday	Yes
1944	20	22.8	45	2	2000	10.2	0	0	0	Autumn	No Holiday	Yes
1878	21	22.1	49	1.7	2000	10.8	0	0	0	Autumn	No Holiday	Yes
1675	22	21.5	51	2	2000	10.9	0	0	0	Autumn	No Holiday	Yes
1142	23	20.7	52	1.4	2000	10.4	0	0	0	Autumn	No Holiday	Yes
1185	0	19.6	53	1.5	2000	9.7	0	0	0	Autumn	No Holiday	Yes
835	1	18.8	54	0.1	2000	9.2	0	0	0	Autumn	No Holiday	Yes
589	2	18.1	57	0.3	2000	9.4	0	0	0	Autumn	No Holiday	Yes
395	3	17.4	57	0.6	2000	8.7	0	0	0	Autumn	No Holiday	Yes
264	4	17	59	0	2000	8.9	0	0	0	Autumn	No Holiday	Yes
165	5	16.3	66	0.5	2000	9.9	0	0	0	Autumn	No Holiday	Yes
255	6	15.8	69	0.9	2000	10.1	0	0	0	Autumn	No Holiday	Yes
366	7	15.7	68	0.9	2000	9.8	0.05	0	0	Autumn	No Holiday	Yes
644	8	17.4	56	0.8	2000	8.5	0.49	0	0	Autumn	No Holiday	Yes
803	9	20.4	51	1.8	2000	9.9	1.43	0	0	Autumn	No Holiday	Yes
928	10	22.9	45	1.5	2000	10.3	2.1	0	0	Autumn	No Holiday	Yes
1051	11	24.4	41	1.3	1982	10.2	2.61	0	0	Autumn	No Holiday	Yes
1220	12	25.9	39	1.2	1950	10.8	2.89	0	0	Autumn	No Holiday	Yes
1432	13	27.2	32	1.7	2000	9	3.12	0	0	Autumn	No Holiday	Yes
1662	14	28.2	29	2	2000	8.4	3.09	0	0	Autumn	No Holiday	Yes
1877	15	28.9	27	1.8	2000	8	2.9	0	0	Autumn	No Holiday	Yes
2099	16	27.1	35	0.9	2000	10.3	1.27	0	0	Autumn	No Holiday	Yes
2201	17	27.7	33	1.1	2000	9.9	1.21	0	0	Autumn	No Holiday	Yes
2368	18	26	35	0.3	2000	9.3	0.2	0	0	Autumn	No Holiday	Yes
2033	19	24.1	56	2.5	2000	14.7	0.04	0	0	Autumn	No Holiday	Yes
1930	20	22.9	58	2.6	2000	14.1	0	0	0	Autumn	No Holiday	Yes
1820	21	22.2	57	1.2	2000	13.2	0	0	0	Autumn	No Holiday	Yes
1291	22	21.8	54	1.6	2000	12	0	0	0	Autumn	No Holiday	Yes
941	23	21.2	56	2.5	2000	12	0	0	0	Autumn	No Holiday	Yes
792	0	20.7	57	1.8	2000	11.8	0	0	0	Autumn	No Holiday	Yes
487	1	20.5	58	1.7	2000	11.9	0	0	0	Autumn	No Holiday	Yes
332	2	20	59	1.5	2000	11.7	0	0	0	Autumn	No Holiday	Yes
176	3	19.7	60	1.9	2000	11.7	0	0	0	Autumn	No Holiday	Yes
188	4	19.4	61	1.6	2000	11.6	0	0	0	Autumn	No Holiday	Yes
226	5	19.1	62	1.6	2000	11.6	0	0	0	Autumn	No Holiday	Yes
691	6	18.7	64	0.9	2000	11.7	0	0	0	Autumn	No Holiday	Yes
1463	7	18.9	63	1.8	2000	11.6	0.09	0	0	Autumn	No Holiday	Yes
2278	8	20.1	57	1.6	2000	11.3	0.73	0	0	Autumn	No Holiday	Yes
1125	9	22.3	52	1.9	2000	11.9	1.43	0	0	Autumn	No Holiday	Yes
862	10	24	47	1.6	1996	11.9	2.08	0	0	Autumn	No Holiday	Yes
934	11	25.3	44	1.2	1948	12.1	2.59	0	0	Autumn	No Holiday	Yes
1095	12	26.7	40	1.4	2000	11.9	2.92	0	0	Autumn	No Holiday	Yes
1057	13	27.1	38	1.7	2000	11.5	2.56	0	0	Autumn	No Holiday	Yes
1064	14	27.8	37	1.4	1983	11.7	2.67	0	0	Autumn	No Holiday	Yes
1249	15	27.6	38	1.4	2000	11.9	2.09	0	0	Autumn	No Holiday	Yes
1467	16	27.5	39	1.5	2000	12.3	1.46	0	0	Autumn	No Holiday	Yes
2147	17	26.6	40	1.4	2000	11.8	0.69	0	0	Autumn	No Holiday	Yes
3298	18	25.9	42	1.1	2000	11.9	0.48	0	0	Autumn	No Holiday	Yes
2518	19	24.4	47	2	2000	12.3	0.05	0	0	Autumn	No Holiday	Yes
2240	20	23.4	48	1.8	2000	11.7	0	0	0	Autumn	No Holiday	Yes
